Camera,Chamber_Column,Plate_position,Plate,WellID,StrainID,Status,NitrogenHistory,SalineHistory,ContSaline,Rep,area,greenness,Date,Hour,Date.merge,PlatexWell,StartingSize
C,1,plate1,2,b02,St69,Evolved,High,High,Low,1,29503,0.395569767,13,13,13.54166667,2 b02,9.797
C,1,plate1,2,b03,St7,Evolved,Low,Low,Low,1,40354,0.404411189,13,13,13.54166667,2 b03,11.556
C,1,plate1,2,b05,St47,Evolved,High,Low,Low,1,20085,0.384844077,13,13,13.54166667,2 b05,5.601
C,1,plate1,2,b06,St70,Evolved,High,High,Low,1,9575,0.381023125,13,13,13.54166667,2 b06,4.946
C,1,plate1,2,c01,St8,Evolved,Low,Low,Low,1,19992,0.394495093,13,13,13.54166667,2 c01,9.556
C,1,plate1,2,c03,St48,Evolved,High,Low,Low,1,11684,0.390883986,13,13,13.54166667,2 c03,4.658
C,1,plate1,2,c05,St9,Evolved,Low,Low,Low,1,23199,0.400555776,13,13,13.54166667,2 c05,10.597
C,1,plate1,2,d01,St49,Evolved,High,Low,Low,1,24695,0.389157582,13,13,13.54166667,2 d01,12.17
C,1,plate1,2,d05,St50,Evolved,High,Low,Low,1,27756,0.384561411,13,13,13.54166667,2 d05,9.786
A,2,plate2,3,b04,St32,Evolved,Low,High,Low,1,6629,0.373584481,13,13,13.54166667,3 b04,3.647
A,2,plate2,3,c01,St13,Evolved,Low,Low,Low,1,15336,0.365926362,13,13,13.54166667,3 c01,7.595
A,2,plate2,3,c02,St33,Evolved,Low,High,Low,1,19927,0.386083021,13,13,13.54166667,3 c02,6.656
A,2,plate2,3,c05,St14,Evolved,Low,Low,Low,1,9196,0.378804825,13,13,13.54166667,3 c05,5.102
A,2,plate2,3,d03,St15,Evolved,Low,Low,Low,1,12855,0.373076923,13,13,13.54166667,3 d03,4.702
C,2,plate2,4,b04,St37,Evolved,Low,High,Low,1,12107,0.374376932,13,13,13.54166667,4 b04,9.043
C,2,plate2,4,c04,St19,Evolved,Low,Low,Low,1,11718,0.390823328,13,13,13.54166667,4 c04,6.948
C,2,plate2,4,c05,St39,Evolved,Low,High,Low,1,43869,0.385757292,13,13,13.54166667,4 c05,19.052
C,2,plate2,4,d04,Ancestor,Ancestor,NA,NA,Low,1,19050,0.381745819,13,13,13.54166667,4 d04,12.857
C,2,plate2,4,d06,Sterile,Sterile,NA,NA,Low,1,14424,0.375411831,13,13,13.54166667,4 d06,8.974
B,3,plate1,5,a01,Ancestor,Ancestor,NA,NA,Low,2,10932,0.369513436,13,13,13.54166667,5 a01,5.369
B,3,plate1,5,a03,Sterile,Sterile,NA,NA,Low,2,16309,0.376230726,13,13,13.54166667,5 a03,8.211
B,3,plate1,5,a04,Sterile,Sterile,NA,NA,Low,2,18993,0.387352591,13,13,13.54166667,5 a04,4.771
B,3,plate1,5,a05,St1,Evolved,Low,Low,Low,2,9872,0.35959353,13,13,13.54166667,5 a05,7.815
B,3,plate1,5,a06,St21,Evolved,Low,High,Low,2,10997,0.36759349,13,13,13.54166667,5 a06,5.402
B,3,plate1,5,b01,St41,Evolved,High,Low,Low,2,9776,0.382929368,13,13,13.54166667,5 b01,4.662
B,3,plate1,5,b02,St62,Evolved,High,High,Low,2,25314,0.379601063,13,13,13.54166667,5 b02,10.075
B,3,plate1,5,b03,St2,Evolved,Low,Low,Low,2,19677,0.38125366,13,13,13.54166667,5 b03,6.285
B,3,plate1,5,b04,St22,Evolved,Low,High,Low,2,7103,0.379270133,13,13,13.54166667,5 b04,4.076
B,3,plate1,5,b05,St42,Evolved,High,Low,Low,2,14233,0.374276836,13,13,13.54166667,5 b05,4.901
B,3,plate1,5,b06,St63,Evolved,High,High,Low,2,28699,0.385876339,13,13,13.54166667,5 b06,10.434
B,3,plate1,5,c01,St3,Evolved,Low,Low,Low,2,12041,0.373588501,13,13,13.54166667,5 c01,6.402
B,3,plate1,5,c02,St23,Evolved,Low,High,Low,2,16887,0.375884465,13,13,13.54166667,5 c02,10.561
B,3,plate1,5,c03,St43,Evolved,High,Low,Low,2,16166,0.38888326,13,13,13.54166667,5 c03,5.136
B,3,plate1,5,c04,St64,Evolved,High,High,Low,2,17743,0.367771901,13,13,13.54166667,5 c04,11.01
B,3,plate1,5,c06,St24,Evolved,Low,High,Low,2,30900,0.377299241,13,13,13.54166667,5 c06,9.733
B,3,plate1,5,d01,St44,Evolved,High,Low,Low,2,8298,0.372661515,13,13,13.54166667,5 d01,3.954
B,3,plate1,5,d02,St65,Evolved,High,High,Low,2,22775,0.376202463,13,13,13.54166667,5 d02,14.924
B,3,plate1,5,d04,St25,Evolved,Low,High,Low,2,9670,0.369580088,13,13,13.54166667,5 d04,5.499
B,3,plate1,5,d05,St45,Evolved,High,Low,Low,2,2548,0.333091067,13,13,13.54166667,5 d05,9.615
B,3,plate1,5,d06,St67,Evolved,High,High,Low,2,30540,0.373326059,13,13,13.54166667,5 d06,6.721
D,3,plate1,6,a01,Ancestor,Ancestor,NA,NA,Low,2,16242,0.373903379,13,13,13.54166667,6 a01,12.046
D,3,plate1,6,a03,Sterile,Sterile,NA,NA,Low,2,10802,0.384074742,13,13,13.54166667,6 a03,6.885
D,3,plate1,6,a04,Sterile,Sterile,NA,NA,Low,2,8649,0.388179948,13,13,13.54166667,6 a04,5.07
D,3,plate1,6,b01,St46,Evolved,High,Low,Low,2,14402,0.374759556,13,13,13.54166667,6 b01,8.539
D,3,plate1,6,b02,St69,Evolved,High,High,Low,2,9121,0.380531059,13,13,13.54166667,6 b02,3.511
D,3,plate1,6,b03,St7,Evolved,Low,Low,Low,2,18331,0.379353138,13,13,13.54166667,6 b03,11.703
D,3,plate1,6,b05,St47,Evolved,High,Low,Low,2,12930,0.376187111,13,13,13.54166667,6 b05,7.75
D,3,plate1,6,b06,St70,Evolved,High,High,Low,2,19730,0.384926805,13,13,13.54166667,6 b06,16.342
D,3,plate1,6,c01,St8,Evolved,Low,Low,Low,2,13425,0.375293202,13,13,13.54166667,6 c01,12.318
D,3,plate1,6,c03,St48,Evolved,High,Low,Low,2,14606,0.387779647,13,13,13.54166667,6 c03,11.828
D,3,plate1,6,c05,St9,Evolved,Low,Low,Low,2,9642,0.387280783,13,13,13.54166667,6 c05,3.68
D,3,plate1,6,d01,St49,Evolved,High,Low,Low,2,16106,0.385594682,13,13,13.54166667,6 d01,9.395
D,3,plate1,6,d05,St50,Evolved,High,Low,Low,2,11119,0.377876706,13,13,13.54166667,6 d05,7.947
B,4,plate2,7,b04,St32,Evolved,Low,High,Low,2,24776,0.365270606,13,13,13.54166667,7 b04,10.105
B,4,plate2,7,c01,St13,Evolved,Low,Low,Low,2,40837,0.382618637,13,13,13.54166667,7 c01,16.224
B,4,plate2,7,c02,St33,Evolved,Low,High,Low,2,12326,0.37857265,13,13,13.54166667,7 c02,9.435
B,4,plate2,7,c05,St14,Evolved,Low,Low,Low,2,27481,0.374888262,13,13,13.54166667,7 c05,11.454
B,4,plate2,7,d03,St15,Evolved,Low,Low,Low,2,36763,0.390949698,13,13,13.54166667,7 d03,11.373
D,4,plate2,8,b04,St37,Evolved,Low,High,Low,2,13494,0.370460639,13,13,13.54166667,8 b04,8.99
D,4,plate2,8,c04,St19,Evolved,Low,Low,Low,2,30647,0.380330831,13,13,13.54166667,8 c04,11.322
D,4,plate2,8,c05,St39,Evolved,Low,High,Low,2,29429,0.381624734,13,13,13.54166667,8 c05,10.917
D,4,plate2,8,d04,Ancestor,Ancestor,NA,NA,Low,2,10022,0.371428383,13,13,13.54166667,8 d04,6.832
D,4,plate2,8,d06,Sterile,Sterile,NA,NA,Low,2,19630,0.379692926,13,13,13.54166667,8 d06,13.518
C,5,plate1,9,a01,Ancestor,Ancestor,NA,NA,Low,3,49608,0.399679337,13,13,13.54166667,9 a01,18.929
C,5,plate1,9,a03,Sterile,Sterile,NA,NA,Low,3,26174,0.391002,13,13,13.54166667,9 a03,10.467
C,5,plate1,9,a04,Sterile,Sterile,NA,NA,Low,3,16137,0.383077506,13,13,13.54166667,9 a04,6.115
C,5,plate1,9,a05,St1,Evolved,Low,Low,Low,3,38552,0.390052563,13,13,13.54166667,9 a05,13.061
C,5,plate1,9,a06,St21,Evolved,Low,High,Low,3,35929,0.379459843,13,13,13.54166667,9 a06,11.805
C,5,plate1,9,b01,St41,Evolved,High,Low,Low,3,11239,0.375754078,13,13,13.54166667,9 b01,5.056
C,5,plate1,9,b02,St62,Evolved,High,High,Low,3,13080,0.366035057,13,13,13.54166667,9 b02,7.746
C,5,plate1,9,b03,St2,Evolved,Low,Low,Low,3,8451,0.390999988,13,13,13.54166667,9 b03,3.867
C,5,plate1,9,b04,St22,Evolved,Low,High,Low,3,22088,0.382956837,13,13,13.54166667,9 b04,5.636
C,5,plate1,9,b05,St42,Evolved,High,Low,Low,3,23095,0.381235134,13,13,13.54166667,9 b05,11.681
C,5,plate1,9,b06,St63,Evolved,High,High,Low,3,17064,0.375144519,13,13,13.54166667,9 b06,11.915
C,5,plate1,9,c01,St3,Evolved,Low,Low,Low,3,38273,0.392962374,13,13,13.54166667,9 c01,12.953
C,5,plate1,9,c02,St23,Evolved,Low,High,Low,3,13322,0.373291787,13,13,13.54166667,9 c02,6.053
C,5,plate1,9,c03,St43,Evolved,High,Low,Low,3,14544,0.388146112,13,13,13.54166667,9 c03,4.97
C,5,plate1,9,c04,St64,Evolved,High,High,Low,3,12358,0.377090527,13,13,13.54166667,9 c04,9.532
C,5,plate1,9,c06,St24,Evolved,Low,High,Low,3,10354,0.368707143,13,13,13.54166667,9 c06,11.973
C,5,plate1,9,d01,St44,Evolved,High,Low,Low,3,17285,0.375432813,13,13,13.54166667,9 d01,14.828
C,5,plate1,9,d02,St65,Evolved,High,High,Low,3,15408,0.36973054,13,13,13.54166667,9 d02,10.174
C,5,plate1,9,d04,St25,Evolved,Low,High,Low,3,23914,0.385616699,13,13,13.54166667,9 d04,12.089
C,5,plate1,9,d05,St45,Evolved,High,Low,Low,3,27336,0.389416083,13,13,13.54166667,9 d05,12.96
C,5,plate1,9,d06,St67,Evolved,High,High,Low,3,18536,0.370716693,13,13,13.54166667,9 d06,10.628
A,5,plate1,10,a01,Ancestor,Ancestor,NA,NA,Low,3,12241,0.37411138,13,13,13.54166667,10 a01,13.023
A,5,plate1,10,a03,Sterile,Sterile,NA,NA,Low,3,23313,0.391267747,13,13,13.54166667,10 a03,7.015
A,5,plate1,10,a04,Sterile,Sterile,NA,NA,Low,3,11076,0.399234422,13,13,13.54166667,10 a04,8.549
A,5,plate1,10,b01,St46,Evolved,High,Low,Low,3,22718,0.379913319,13,13,13.54166667,10 b01,14.019
A,5,plate1,10,b02,St69,Evolved,High,High,Low,3,16587,0.38864928,13,13,13.54166667,10 b02,5.09
A,5,plate1,10,b03,St7,Evolved,Low,Low,Low,3,11331,0.379664029,13,13,13.54166667,10 b03,10.234
A,5,plate1,10,b05,St47,Evolved,High,Low,Low,3,12029,0.384075711,13,13,13.54166667,10 b05,7.802
A,5,plate1,10,b06,St70,Evolved,High,High,Low,3,8245,0.380358813,13,13,13.54166667,10 b06,10.065
A,5,plate1,10,c01,St8,Evolved,Low,Low,Low,3,10095,0.392306765,13,13,13.54166667,10 c01,4.409
A,5,plate1,10,c03,St48,Evolved,High,Low,Low,3,7401,0.387490884,13,13,13.54166667,10 c03,4.217
A,5,plate1,10,c05,St9,Evolved,Low,Low,Low,3,4747,0.374712074,13,13,13.54166667,10 c05,4.591
A,5,plate1,10,d01,St49,Evolved,High,Low,Low,3,9887,0.366102801,13,13,13.54166667,10 d01,6.95
A,5,plate1,10,d05,St50,Evolved,High,Low,Low,3,12871,0.38495831,13,13,13.54166667,10 d05,9.131
C,6,plate2,11,b04,St32,Evolved,Low,High,Low,3,28781,0.385103409,13,13,13.54166667,11 b04,8.636
C,6,plate2,11,c01,St13,Evolved,Low,Low,Low,3,10524,0.377302518,13,13,13.54166667,11 c01,5.065
C,6,plate2,11,c02,St33,Evolved,Low,High,Low,3,14605,0.373532097,13,13,13.54166667,11 c02,8.8105
C,6,plate2,11,c05,St14,Evolved,Low,Low,Low,3,11186,0.375684227,13,13,13.54166667,11 c05,4.304
C,6,plate2,11,d03,St15,Evolved,Low,Low,Low,3,12457,0.377398738,13,13,13.54166667,11 d03,12.4175
A,6,plate2,12,b04,St37,Evolved,Low,High,Low,3,9168,0.378855906,13,13,13.54166667,12 b04,5.718
A,6,plate2,12,c04,St19,Evolved,Low,Low,Low,3,13099,0.375742881,13,13,13.54166667,12 c04,8.4605
A,6,plate2,12,c05,St39,Evolved,Low,High,Low,3,15651,0.376173869,13,13,13.54166667,12 c05,11.5745
A,6,plate2,12,d04,Ancestor,Ancestor,NA,NA,Low,3,9458,0.36401084,13,13,13.54166667,12 d04,8.426
A,6,plate2,12,d06,Sterile,Sterile,NA,NA,Low,3,11370,0.375454993,13,13,13.54166667,12 d06,7.4585
D,7,plate1,13,a01,Ancestor,Ancestor,NA,NA,Low,4,38174,0.392623058,13,13,13.54166667,13 a01,12.0405
D,7,plate1,13,a03,Sterile,Sterile,NA,NA,Low,4,15595,0.373013545,13,13,13.54166667,13 a03,11.2505
D,7,plate1,13,a04,Sterile,Sterile,NA,NA,Low,4,8466,0.388550298,13,13,13.54166667,13 a04,8.266
D,7,plate1,13,a05,St1,Evolved,Low,Low,Low,4,19328,0.393792692,13,13,13.54166667,13 a05,12.814
D,7,plate1,13,a06,St21,Evolved,Low,High,Low,4,12613,0.377718425,13,13,13.54166667,13 a06,10.759
D,7,plate1,13,b01,St41,Evolved,High,Low,Low,4,32589,0.38595849,13,13,13.54166667,13 b01,12.53
D,7,plate1,13,b02,St62,Evolved,High,High,Low,4,16883,0.375716563,13,13,13.54166667,13 b02,10.29
D,7,plate1,13,b03,St2,Evolved,Low,Low,Low,4,8929,0.373102012,13,13,13.54166667,13 b03,4.2725
D,7,plate1,13,b04,St22,Evolved,Low,High,Low,4,9666,0.375413161,13,13,13.54166667,13 b04,5.18
D,7,plate1,13,b05,St42,Evolved,High,Low,Low,4,13159,0.376510966,13,13,13.54166667,13 b05,9.524
D,7,plate1,13,b06,St63,Evolved,High,High,Low,4,11482,0.357559098,13,13,13.54166667,13 b06,13.243
D,7,plate1,13,c01,St3,Evolved,Low,Low,Low,4,11922,0.375091011,13,13,13.54166667,13 c01,10.811
D,7,plate1,13,c02,St23,Evolved,Low,High,Low,4,8924,0.376379102,13,13,13.54166667,13 c02,14.189
D,7,plate1,13,c03,St43,Evolved,High,Low,Low,4,11267,0.375367872,13,13,13.54166667,13 c03,8.699
D,7,plate1,13,c04,St64,Evolved,High,High,Low,4,7198,0.375335381,13,13,13.54166667,13 c04,5.373
D,7,plate1,13,c06,St24,Evolved,Low,High,Low,4,9949,0.357510759,13,13,13.54166667,13 c06,7.7885
D,7,plate1,13,d01,St44,Evolved,High,Low,Low,4,9874,0.379394208,13,13,13.54166667,13 d01,14.579
D,7,plate1,13,d02,St65,Evolved,High,High,Low,4,12671,0.368800256,13,13,13.54166667,13 d02,8.5185
D,7,plate1,13,d04,St25,Evolved,Low,High,Low,4,5890,0.384190852,13,13,13.54166667,13 d04,13.101
D,7,plate1,13,d05,St45,Evolved,High,Low,Low,4,12352,0.383783223,13,13,13.54166667,13 d05,10.0605
D,7,plate1,13,d06,St67,Evolved,High,High,Low,4,10287,0.366749379,13,13,13.54166667,13 d06,11.2905
B,7,plate1,14,a01,Ancestor,Ancestor,NA,NA,Low,4,10933,0.364202676,13,13,13.54166667,14 a01,6.689
B,7,plate1,14,a03,Sterile,Sterile,NA,NA,Low,4,11266,0.35880772,13,13,13.54166667,14 a03,8.0665
B,7,plate1,14,a04,Sterile,Sterile,NA,NA,Low,4,13735,0.374057736,13,13,13.54166667,14 a04,7.262
B,7,plate1,14,b01,St46,Evolved,High,Low,Low,4,22126,0.37326041,13,13,13.54166667,14 b01,12.1885
B,7,plate1,14,b02,St69,Evolved,High,High,Low,4,22638,0.377558905,13,13,13.54166667,14 b02,9.9985
B,7,plate1,14,b03,St7,Evolved,Low,Low,Low,4,23499,0.377339291,13,13,13.54166667,14 b03,11.7885
B,7,plate1,14,b05,St47,Evolved,High,Low,Low,4,9737,0.372338066,13,13,13.54166667,14 b05,9.3755
B,7,plate1,14,b06,St70,Evolved,High,High,Low,4,9871,0.370078205,13,13,13.54166667,14 b06,6.146
B,7,plate1,14,c01,St8,Evolved,Low,Low,Low,4,13758,0.36987431,13,13,13.54166667,14 c01,11.9505
B,7,plate1,14,c03,St48,Evolved,High,Low,Low,4,11086,0.371186867,13,13,13.54166667,14 c03,7.502
B,7,plate1,14,c05,St9,Evolved,Low,Low,Low,4,8735,0.366332649,13,13,13.54166667,14 c05,10.4235
B,7,plate1,14,d01,St49,Evolved,High,Low,Low,4,16927,0.381768251,13,13,13.54166667,14 d01,8.549
B,7,plate1,14,d05,St50,Evolved,High,Low,Low,4,7214,0.367531052,13,13,13.54166667,14 d05,9.3245
D,8,plate2,15,b04,St32,Evolved,Low,High,Low,4,24030,0.374850011,13,13,13.54166667,15 b04,9.7155
D,8,plate2,15,c01,St13,Evolved,Low,Low,Low,4,12173,0.369625078,13,13,13.54166667,15 c01,6.3475
D,8,plate2,15,c02,St33,Evolved,Low,High,Low,4,10247,0.365942447,13,13,13.54166667,15 c02,4.157
D,8,plate2,15,c05,St14,Evolved,Low,Low,Low,4,17729,0.376415815,13,13,13.54166667,15 c05,11.8615
D,8,plate2,15,d03,St15,Evolved,Low,Low,Low,4,16977,0.372159829,13,13,13.54166667,15 d03,10.7735
B,8,plate2,16,b04,St37,Evolved,Low,High,Low,4,21977,0.374078537,13,13,13.54166667,16 b04,9.5225
B,8,plate2,16,c04,St19,Evolved,Low,Low,Low,4,23104,0.375225911,13,13,13.54166667,16 c04,10.2605
B,8,plate2,16,c05,St39,Evolved,Low,High,Low,4,29340,0.37945347,13,13,13.54166667,16 c05,11.2245
B,8,plate2,16,d04,Ancestor,Ancestor,NA,NA,Low,4,31470,0.381559897,13,13,13.54166667,16 d04,18.007
B,8,plate2,16,d06,Sterile,Sterile,NA,NA,Low,4,22424,0.367624301,13,13,13.54166667,16 d06,8.62
A,9,plate1,17,a01,Ancestor,Ancestor,NA,NA,Low,5,14729,0.389397685,13,13,13.54166667,17 a01,7.594
A,9,plate1,17,a03,Sterile,Sterile,NA,NA,Low,5,17439,0.394764323,13,13,13.54166667,17 a03,8.935
A,9,plate1,17,a04,Sterile,Sterile,NA,NA,Low,5,14790,0.369012462,13,13,13.54166667,17 a04,8.4
A,9,plate1,17,a05,St1,Evolved,Low,Low,Low,5,22295,0.391345342,13,13,13.54166667,17 a05,5.632
A,9,plate1,17,a06,St21,Evolved,Low,High,Low,5,14978,0.374080757,13,13,13.54166667,17 a06,11.5705
A,9,plate1,17,b01,St41,Evolved,High,Low,Low,5,14121,0.379955546,13,13,13.54166667,17 b01,9.8155
A,9,plate1,17,b02,St62,Evolved,High,High,Low,5,13097,0.37907924,13,13,13.54166667,17 b02,8.642
A,9,plate1,17,b03,St2,Evolved,Low,Low,Low,5,14768,0.384895142,13,13,13.54166667,17 b03,9.0115
A,9,plate1,17,b04,St22,Evolved,Low,High,Low,5,21490,0.382609143,13,13,13.54166667,17 b04,13.453
A,9,plate1,17,b05,St42,Evolved,High,Low,Low,5,24451,0.386999682,13,13,13.54166667,17 b05,11.1995
A,9,plate1,17,b06,St63,Evolved,High,High,Low,5,7383,0.370937655,13,13,13.54166667,17 b06,3.795
A,9,plate1,17,c01,St3,Evolved,Low,Low,Low,5,16946,0.39318583,13,13,13.54166667,17 c01,9.0875
A,9,plate1,17,c02,St23,Evolved,Low,High,Low,5,20367,0.381056117,13,13,13.54166667,17 c02,10.9365
A,9,plate1,17,c03,St43,Evolved,High,Low,Low,5,12748,0.381300759,13,13,13.54166667,17 c03,6.0445
A,9,plate1,17,c04,St64,Evolved,High,High,Low,5,22416,0.38242108,13,13,13.54166667,17 c04,10.551
A,9,plate1,17,c06,St24,Evolved,Low,High,Low,5,13737,0.382364602,13,13,13.54166667,17 c06,5.204
A,9,plate1,17,d01,St44,Evolved,High,Low,Low,5,13258,0.381283709,13,13,13.54166667,17 d01,9.328
A,9,plate1,17,d02,St65,Evolved,High,High,Low,5,14538,0.380562091,13,13,13.54166667,17 d02,8.326
A,9,plate1,17,d04,St25,Evolved,Low,High,Low,5,18890,0.387248761,13,13,13.54166667,17 d04,5.1515
A,9,plate1,17,d05,St45,Evolved,High,Low,Low,5,9386,0.363922036,13,13,13.54166667,17 d05,7.4565
A,9,plate1,17,d06,St67,Evolved,High,High,Low,5,22156,0.373189838,13,13,13.54166667,17 d06,10.0645
C,9,plate1,18,a01,Ancestor,Ancestor,NA,NA,Low,5,10132,0.370349215,13,13,13.54166667,18 a01,13.5275
C,9,plate1,18,a03,Sterile,Sterile,NA,NA,Low,5,13149,0.372144373,13,13,13.54166667,18 a03,8.8515
C,9,plate1,18,a04,Sterile,Sterile,NA,NA,Low,5,13946,0.366919337,13,13,13.54166667,18 a04,10.869
C,9,plate1,18,b01,St46,Evolved,High,Low,Low,5,9481,0.388663263,13,13,13.54166667,18 b01,9.602
C,9,plate1,18,b02,St69,Evolved,High,High,Low,5,18922,0.385879285,13,13,13.54166667,18 b02,10.711
C,9,plate1,18,b03,St7,Evolved,Low,Low,Low,5,11799,0.402939155,13,13,13.54166667,18 b03,8.383
C,9,plate1,18,b05,St47,Evolved,High,Low,Low,5,16015,0.380895936,13,13,13.54166667,18 b05,6.511
C,9,plate1,18,b06,St70,Evolved,High,High,Low,5,11493,0.387455095,13,13,13.54166667,18 b06,4.4705
C,9,plate1,18,c01,St8,Evolved,Low,Low,Low,5,13195,0.388516689,13,13,13.54166667,18 c01,8.096
C,9,plate1,18,c03,St48,Evolved,High,Low,Low,5,16378,0.38483291,13,13,13.54166667,18 c03,13.4355
C,9,plate1,18,c05,St9,Evolved,Low,Low,Low,5,16627,0.379409957,13,13,13.54166667,18 c05,12.6595
C,9,plate1,18,d01,St49,Evolved,High,Low,Low,5,16184,0.386068512,13,13,13.54166667,18 d01,12.1085
C,9,plate1,18,d05,St50,Evolved,High,Low,Low,5,15124,0.376188986,13,13,13.54166667,18 d05,9.5955
A,10,plate2,19,b04,St32,Evolved,Low,High,Low,5,15037,0.369017042,13,13,13.54166667,19 b04,11.0355
A,10,plate2,19,c01,St13,Evolved,Low,Low,Low,5,14592,0.370918707,13,13,13.54166667,19 c01,8.938
A,10,plate2,19,c02,St33,Evolved,Low,High,Low,5,17257,0.37598669,13,13,13.54166667,19 c02,13.6625
A,10,plate2,19,c05,St14,Evolved,Low,Low,Low,5,14945,0.375291873,13,13,13.54166667,19 c05,10.6155
A,10,plate2,19,d03,St15,Evolved,Low,Low,Low,5,15722,0.377558232,13,13,13.54166667,19 d03,9.458
C,10,plate2,20,b04,St37,Evolved,Low,High,Low,5,7793,0.361322183,13,13,13.54166667,20 b04,5.562
C,10,plate2,20,c04,St19,Evolved,Low,Low,Low,5,13564,0.367636212,13,13,13.54166667,20 c04,7.65
C,10,plate2,20,c05,St39,Evolved,Low,High,Low,5,14810,0.36424531,13,13,13.54166667,20 c05,11.5905
C,10,plate2,20,d04,Ancestor,Ancestor,NA,NA,Low,5,9892,0.372458456,13,13,13.54166667,20 d04,5.9465
C,10,plate2,20,d06,Sterile,Sterile,NA,NA,Low,5,14687,0.352481757,13,13,13.54166667,20 d06,10.8095
B,1,plate1,41,a01,Ancestor,Ancestor,NA,NA,High,1,14833,0.373985056,13,13,13.54166667,41 a01,9.936
B,1,plate1,41,a03,Sterile,Sterile,NA,NA,High,1,25145,0.378363085,13,13,13.54166667,41 a03,14.677
B,1,plate1,41,a05,St1,Evolved,Low,Low,High,1,17993,0.374235776,13,13,13.54166667,41 a05,12.541
B,1,plate1,41,a06,St21,Evolved,Low,High,High,1,8521,0.375255904,13,13,13.54166667,41 a06,4.593
B,1,plate1,41,b01,St41,Evolved,High,Low,High,1,16949,0.387174553,13,13,13.54166667,41 b01,11.663
B,1,plate1,41,b02,St62,Evolved,High,High,High,1,11961,0.388036107,13,13,13.54166667,41 b02,6.249
B,1,plate1,41,b03,St2,Evolved,Low,Low,High,1,9832,0.37895314,13,13,13.54166667,41 b03,5.24
B,1,plate1,41,b04,St22,Evolved,Low,High,High,1,20820,0.379929827,13,13,13.54166667,41 b04,11.343
B,1,plate1,41,b05,St42,Evolved,High,Low,High,1,9010,0.388690687,13,13,13.54166667,41 b05,4.963
B,1,plate1,41,b06,St63,Evolved,High,High,High,1,8395,0.376822827,13,13,13.54166667,41 b06,5.099
B,1,plate1,41,c01,St3,Evolved,Low,Low,High,1,14616,0.382212783,13,13,13.54166667,41 c01,9.929
B,1,plate1,41,c02,St23,Evolved,Low,High,High,1,14376,0.389459352,13,13,13.54166667,41 c02,11.268
B,1,plate1,41,c03,St43,Evolved,High,Low,High,1,9847,0.391598981,13,13,13.54166667,41 c03,5.98
B,1,plate1,41,c04,St64,Evolved,High,High,High,1,15234,0.392305073,13,13,13.54166667,41 c04,8.305
B,1,plate1,41,c06,St24,Evolved,Low,High,High,1,9513,0.368853552,13,13,13.54166667,41 c06,5.483
B,1,plate1,41,d01,St44,Evolved,High,Low,High,1,11090,0.387420637,13,13,13.54166667,41 d01,7.923
B,1,plate1,41,d02,St65,Evolved,High,High,High,1,16199,0.395437992,13,13,13.54166667,41 d02,11.577
B,1,plate1,41,d04,St25,Evolved,Low,High,High,1,13679,0.368382422,13,13,13.54166667,41 d04,10.326
B,1,plate1,41,d05,St45,Evolved,High,Low,High,1,7418,0.37546914,13,13,13.54166667,41 d05,4.791
B,1,plate1,41,d06,St67,Evolved,High,High,High,1,14335,0.38299165,13,13,13.54166667,41 d06,9.598
D,1,plate1,42,a01,Ancestor,Ancestor,NA,NA,High,1,18469,0.413976345,13,13,13.54166667,42 a01,12.639
D,1,plate1,42,a03,Sterile,Sterile,NA,NA,High,1,16890,0.38779673,13,13,13.54166667,42 a03,15.905
D,1,plate1,42,b01,St46,Evolved,High,Low,High,1,14576,0.397698999,13,13,13.54166667,42 b01,9.978
D,1,plate1,42,b02,St69,Evolved,High,High,High,1,11321,0.390429284,13,13,13.54166667,42 b02,6.45
D,1,plate1,42,b03,St7,Evolved,Low,Low,High,1,15572,0.387895384,13,13,13.54166667,42 b03,9.088
D,1,plate1,42,b05,St47,Evolved,High,Low,High,1,19573,0.386277267,13,13,13.54166667,42 b05,11.589
D,1,plate1,42,b06,St70,Evolved,High,High,High,1,8210,0.397666465,13,13,13.54166667,42 b06,4.219
D,1,plate1,42,c01,St8,Evolved,Low,Low,High,1,14537,0.381658181,13,13,13.54166667,42 c01,9.035
D,1,plate1,42,c03,St48,Evolved,High,Low,High,1,14044,0.392934764,13,13,13.54166667,42 c03,7.465
D,1,plate1,42,c05,St9,Evolved,Low,Low,High,1,20917,0.393144222,13,13,13.54166667,42 c05,10.085
D,1,plate1,42,d01,St49,Evolved,High,Low,High,1,13844,0.39173375,13,13,13.54166667,42 d01,10.324
D,1,plate1,42,d05,St50,Evolved,High,Low,High,1,12230,0.384083623,13,13,13.54166667,42 d05,6.906
B,2,plate2,43,b04,St32,Evolved,Low,High,High,1,22623,0.367353268,13,13,13.54166667,43 b04,14.202
B,2,plate2,43,c01,St13,Evolved,Low,Low,High,1,13520,0.369072359,13,13,13.54166667,43 c01,9.641
B,2,plate2,43,c02,St33,Evolved,Low,High,High,1,8438,0.360719801,13,13,13.54166667,43 c02,5.337
B,2,plate2,43,c05,St14,Evolved,Low,Low,High,1,11823,0.356053454,13,13,13.54166667,43 c05,9.179
B,2,plate2,43,d03,St15,Evolved,Low,Low,High,1,15332,0.366414265,13,13,13.54166667,43 d03,11.402
